463","+/-2,958","100","(X)"
"DP04",38.0,"No bedroom","380","+/-361","0.7","+/-0.7"
"DP04",39.0,"1 bedroom","5,151","+/-1,320","9.3","+/-2.3"
"DP04",40.0,"2 bedrooms","13,586","+/-2,184","24.5","+/-3.5"
"DP04",41.0,"3 bedrooms","15,163","+/-2,112","27.3","+/-3.4"
"DP04",42.0,"4 bedrooms","16,105","+/-1,596","29.0","+/-3.0"
"DP04",43.0,"5 or more bedrooms","5,078","+/-1,003","9.2","+/-1.8"
"DP04",43.3,,,,,
"DP04",43.5,"HOUSING TENURE",,,,
"DP04",44.0,"Occupied housing units","47,961","+/-2,666","100","(X)"
"D
