rgrift borough,Pennsylvania,706,713,721,725,732,740,742,742
East Washington borough,Pennsylvania,"1,912","1,925","1,941","1,951","1,970","1,989","1,993","1,930"
Eau Claire borough,Pennsylvania,345,347,351,351,353,355,355,355
Ebensburg borough,Pennsylvania,"2,938","2,963","2,993","3,023","3,053","3,084","3,091","3,091"
Economy borough,Pennsylvania,"9,291","9,337","9,345","9,300","9,321","9,356","9,363","9,363"
Eddystone borough,Pennsylvania,"2,381","2,386","2,400","2,409","2,427","2,440","2,442","2,442"
