other races",169,"Car, truck, or van - drove alone","75.4","+/-1.4","70.2","+/-3.5"
"071","Some other race alone or in combination with one or more other races",170,"Car, truck, or van - carpooled","12.0","+/-1.0","13.7","+/-2.5"
"071","Some other race alone or in combination with one or more other races",171,"Public transportation (excluding taxicab)","2.3","+/-0.5","3.3","+/-1.5"
"071","Some other race alone or in combination with one or more other races",172,"Walked","2.8","+/-0.5","3.6","+/-1.6"
"071","
