.Prof. or graduate degree,251,56,30,65,4,9,11,11
..NIU (ages 1-24 years),"10,757",668,"1,320","1,166",215,51,309,4,17,"1,133",..NIU (ages 1-24 years),"2,655",471,908,"1,260",338,14,24,204
.MARITAL STATUS,,,,,,,,,,,.MARITAL STATUS,,,,,,,,
"..Married, spouse present","6,370",544,426,443,163,13,159,32,27,"1,104","..Married, spouse present","1,937",309,383,643,7,19,83,77
"..Married, spouse absent",317,20,24,48,13,9,16,-,5,20,"..Married, spouse absent",54,8,43,30,5,1,18,2
..Widowed,425,12,15,58,-,3,-,2,5,37
