derton borough,Pennsylvania,343,349,351,353,356,357,358,358
Eldred borough,Pennsylvania,824,832,840,846,851,856,858,858
Elgin borough,Pennsylvania,229,233,236,238,237,236,236,236
Elizabeth borough,Pennsylvania,"1,505","1,527","1,548","1,568","1,586","1,604","1,609","1,609"
Elizabethtown borough,Pennsylvania,"11,892","11,934","11,926","11,901","11,894","11,878","11,879","11,887"
Elizabethville borough,Pennsylvania,"1,295","1,301","1,317","1,325","1,330","1,342","1,344","1,344"
Elkland borough,Pennsylva
