useholder 25 to 34 years (dollars)","806,675,000","+/-270,900,570","535,774,430","1,077,575,570"
"B25079",4.000,"Householder 35 to 64 years (dollars)","8,387,360,000","+/-932,386,416","7,454,973,584","9,319,746,416"
"B25079",5.000,"Householder 65 years and over (dollars)","2,118,127,500","+/-448,949,357","1,669,178,143","2,567,076,857"
"B25080",.,"AGGREGATE VALUE (DOLLARS) BY UNITS IN STRUCTURE",,,,
"B25080",.,"Universe:  Owner-occupied housing units",,,,
"B25080",1.000,"Aggregate value (dollars):","11,339,
