+/-233","201","667"
"B01001F",28.000,"55 to 64 years","277","+/-204","73","481"
"B01001F",29.000,"65 to 74 years","216","+/-264","0","480"
"B01001F",30.000,"75 to 84 years","111","+/-133","0","244"
"B01001F",31.000,"85 years and over","0","+/-292","0","292"
"B01001G",.,"SEX BY AGE (TWO OR MORE RACES)",,,,
"B01001G",.,"Universe:  Two or more races population",,,,
"B01001G",1.000,"Total:","N","N","N","N"
"B01001G",2.000,"Male:","N","N","N","N"
"B01001G",3.000,"Under 5 years","N","N","N","N"
"B01001G",4.000,"5
