+/-0.6","36.0","37.2"
"B01002",2.000,"Male","35.6","+/-0.6","35.0","36.2"
"B01002",3.000,"Female","37.7","+/-0.7","37.0","38.4"
"B01002A",.,"MEDIAN AGE BY SEX (WHITE ALONE)",,,,
"B01002A",.,"Universe:  White alone population",,,,
"B01002A",0.700,"Median age --",,,,
"B01002A",1.000,"Total:","39.7","+/-0.7","39.0","40.4"
"B01002A",2.000,"Male","38.6","+/-0.8","37.8","39.4"
"B01002A",3.000,"Female","40.9","+/-0.8","40.1","41.7"
"B01002B",.,"MEDIAN AGE BY SEX (BLACK OR AFRICAN AMERICAN ALONE)",,,,
"B01002B",.,"
