      -88,           -45,
  "47",            -4,            -5,           -10,           -28,           -32,           -74,           -99,           -64,
  "48",            31,             0,             2,             1,             4,             9,            13,            19,
  "49",            -3,             2,         "(*)",             3,         "(*)",             1,            -2,         "(*)",
    "",            "",            "",            "",            "",            "",            "", 
