
Edgewood borough,Pennsylvania,"3,098","3,144","3,186","3,226","3,263","3,301","3,311","3,311"
Edgeworth borough,Pennsylvania,"1,623","1,645","1,667","1,686","1,705","1,725","1,730","1,730"
Edinboro borough,Pennsylvania,"6,737","6,799","6,926","7,121","7,122","6,942","6,950","6,950"
Edwardsville borough,Pennsylvania,"4,741","4,770","4,814","4,860","4,908","4,969","4,984","4,984"
Ehrenfeld borough,Pennsylvania,222,224,226,228,230,233,234,234
Elco borough,Pennsylvania,348,350,353,355,358,361,362,362
El
