     "",            "",            "",            "",
  "70",          -134,           933,           351,          1578,           894,           384,          1249,           344,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",   
