 LICK,ORANGE,IN,38.55,-86.62,(LMK)
1851,175,DERRY,ROCKINGHAM,NH,42.88,-71.33,(GYX)
1853,175,DOVER,STRAFFORD,NH,43.2,-70.87,(GYX)
1853,88,TAMWORTH,CARROLL,NH,43.86,-71.26,(GYX)
1855,100,BERWICK,YORK,ME,43.27,-70.86,(GYX)
1857,88,ANDOVER,MERRIMACK,NH,43.44,-71.82,(GYX)
1900,75,FORTSON,HARRIS,GA,32.61,-84.94,PENNY-SIZED HAIL 1 MILE EAST OF HWY 185 (FFC)
1900,88,ASCUTNEY,WINDSOR,VT,43.41,-72.41,(BTV)
1903,88,HUDSON,HILLSBOROUGH,NH,42.76,-71.43,(BOX)
1904,75,ALPHARETTA,FULTON,GA,34.07,-84.27,ALSO ESTIMATED 30 TO
