,190","49,081"
Jefferson County,Washington,"26,761","26,467","26,098","25,953","25,953"
.Port Townsend city,Washington,"8,521","8,466","8,374","8,334","8,334"
.Balance of Jefferson County,Washington,"18,240","18,001","17,724","17,619","17,619"
King County,Washington,"1,759,604","1,753,901","1,739,147","1,737,032","1,737,034"
.Algona city,Washington,"2,502","2,498","2,466","2,460","2,460"
.Auburn city (pt.),Washington,"43,961","43,595","43,011","42,897","40,168"
.Beaux Arts Village town,Washington,300,303,30
