2","113","         6,674","         3,769","         9,579"
"50000US4217","2","114","         8,684","         5,634","        11,734"
"50000US4217","2","115","        10,443","         7,003","        13,883"
"50000US4217","2","116","        11,181","         9,022","        13,340"
"50000US4217","2","117","           282","             0","           749"
"50000US4217","2","118","         2,832","           860","         4,804"
"50000US4217","2","119","         4,400","         2,473","         6,3
