vene","0","+/-292","0","292"
"B04001",72.000,"Soviet Union","0","+/-292","0","292"
"B04001",73.000,"Subsaharan African:","1,299","+/-840","459","2,139"
"B04001",74.000,"Cape Verdean","0","+/-292","0","292"
"B04001",75.000,"Ethiopian","0","+/-292","0","292"
"B04001",76.000,"Ghanian","219","+/-263","0","482"
"B04001",77.000,"Kenyan","88","+/-145","0","233"
"B04001",78.000,"Liberian","0","+/-292","0","292"
"B04001",79.000,"Nigerian","0","+/-292","0","292"
"B04001",80.000,"Senegalese","0","+/-292","0","292"
"B0
