1.1%","0.7","10.1%","0.6",
"DP04",13.0,"20 or more units","6.6%","0.5","7.6%","0.5",
"DP04",14.0,"Mobile home","1.0%","0.2","0.3%","0.1","*"
"DP04",15.0,"Boat, RV, van, etc.","0.1%","0.1","0.0%","0.1",
"DP04",15.3,,,,,,
"DP04",15.5,"YEAR STRUCTURE BUILT",,,,,
"DP04",16.0,"Total housing units","276,052","2,636","283,322","1,643","*"
"DP04",17.0,"Built 2005 or later","3.7%","0.4","1.5%","0.2","*"
"DP04",18.0,"Built 2000 to 2004","10.3%","0.6","11.3%","0.6",
"DP04",19.0,"Built 1990 to 1999","15.4%","0.7","15.3
