 "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "40",         -8447,         -4700,         -8597,         -9290,         -8109,        -12212,         -1255,         -8969,
    "",            "",            "",            "",            "",            "",            "",            "",       
