e:  Occupied housing units with a householder who is Asian alone",,,,
"B25003D",1.000,"Total:","7,166","+/-1,042","6,124","8,208"
"B25003D",2.000,"Owner occupied","5,307","+/-811","4,496","6,118"
"B25003D",3.000,"Renter occupied","1,859","+/-523","1,336","2,382"
"B25003E",.,"TENURE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER)",,,,
"B25003E",.,"Universe:  Occupied housing units with a householder who is Native Hawaiian and Other Pacific Islander alone",,,,
"B25003E",1.000,"Total:","N","N","
