8,680","58,278","58,211","58,211"
.Milton city (pt.),Washington,"5,241","5,184","5,019","4,981","4,981"
.Orting city,Washington,"4,114","3,983","3,941","3,931","3,760"
.Pacific city (pt.),Washington,163,156,154,154,154
.Puyallup city,Washington,"35,401","34,318","33,437","33,237","33,011"
.Roy city,Washington,273,272,262,260,260
.Ruston town,Washington,749,751,740,738,738
.South Prairie town,Washington,382,383,382,382,382
.Steilacoom town,Washington,"6,186","6,142","6,065","6,049","6,049"
.Sumner city,Washi
