7/q2/,inq21997.tgz,989998.nc,19970617,-17.9000,39.9000,0.700000,836.100,6.99000,26.7100,,
woce-uot,./data/basins/sc/indian/1997/q2/,inq21997.tgz,989999.nc,19970618,-19.0000,39.3000,0.700000,836.100,8.45000,26.0300,,
woce-uot,./data/basins/sc/indian/1997/q2/,inq21997.tgz,990000.nc,19970618,-19.0000,39.3000,0.700000,836.100,8.56000,26.3900,,
woce-uot,./data/basins/sc/indian/1997/q2/,inq21997.tgz,990001.nc,19970618,-19.1000,39.4000,0.700000,836.100,8.59000,26.1700,,
woce-uot,./data/basins/sc/indian/1997/q2/,in
