8,329","5,757"
.Mansfield town,Washington,322,320,319,319,319
.Rock Island city,Washington,872,869,864,863,863
.Waterville town,Washington,"1,156","1,156","1,162","1,163","1,163"
.Balance of Douglas County,Washington,"20,370","20,027","19,804","19,745","22,317"
Ferry County,Washington,"7,268","7,290","7,292","7,260","7,260"
.Republic city,Washington,970,980,963,954,954
.Balance of Ferry County,Washington,"6,298","6,310","6,329","6,306","6,306"
Franklin County,Washington,"52,745","50,802","49,582","49,347","
