",13.000,"30.0 to 34.9 percent","N","N","N","N"
"B25073",14.000,"35.0 percent or more","N","N","N","N"
"B25073",15.000,"Not computed","N","N","N","N"
"B25073",16.000,"5 to 19:","N","N","N","N"
"B25073",17.000,"Less than 20.0 percent","N","N","N","N"
"B25073",18.000,"20.0 to 24.9 percent","N","N","N","N"
"B25073",19.000,"25.0 to 29.9 percent","N","N","N","N"
"B25073",20.000,"30.0 to 34.9 percent","N","N","N","N"
"B25073",21.000,"35.0 percent or more","N","N","N","N"
"B25073",22.000,"Not computed","N","N","N"
