4001",81.000,"Sierra Leonean","0","+/-292","0","292"
"B04001",82.000,"Somalian","0","+/-292","0","292"
"B04001",83.000,"South African","371","+/-528","0","899"
"B04001",84.000,"Sudanese","0","+/-292","0","292"
"B04001",85.000,"Ugandan","0","+/-292","0","292"
"B04001",86.000,"Zimbabwean","0","+/-292","0","292"
"B04001",87.000,"African","507","+/-433","74","940"
"B04001",88.000,"Other Subsaharan African","114","+/-138","0","252"
"B04001",89.000,"Swedish","6,340","+/-1,720","4,620","8,060"
"B04001",90.000,"Swi
