.Normandy Park city,Washington,"6,310","6,353","6,381","6,392","6,392"
.North Bend city,Washington,"4,668","4,709","4,736","4,746","4,746"
.Pacific city (pt.),Washington,"5,326","5,330","5,361","5,373","5,373"
.Redmond city,Washington,"45,929","45,383","45,280","45,287","45,256"
.Renton city,Washington,"53,176","52,044","50,468","50,108","50,052"
.Sammamish city,Washington,"33,888","33,988","34,052","34,104","34,104"
.SeaTac city,Washington,"25,233","25,373","25,456","25,496","25,496"
.Seattle city,Washingt
