ian and Tobagonian","N","N","N","N"
"B04005",104.000,"U.S. Virgin Islander","N","N","N","N"
"B04005",105.000,"West Indian","N","N","N","N"
"B04005",106.000,"Other West Indian","N","N","N","N"
"B04005",107.000,"Yugoslavian","N","N","N","N"
"B04005",108.000,"Other groups","N","N","N","N"
"B04006",.,"PEOPLE REPORTING ANCESTRY",,,,
"B04006",.,"Universe:  Total population",,,,
"B04006",1.000,"Total:","N","N","N","N"
"B04006",2.000,"Afghan","N","N","N","N"
"B04006",3.000,"Albanian","N","N","N","N"
"B04006",4.000,
