0US0623","1"," 34","         5,031","         1,507","         8,555"
"50000US0623","1"," 35","           201","             0","           546"
"50000US0623","1"," 36","         2,353","         1,728","         2,978"
"50000US0623","1"," 37","             N","             N","             N"
"50000US0623","1"," 38","             N","             N","             N"
"50000US0623","1"," 39","             N","             N","             N"
"50000US0623","1"," 40","             N","             N","  
