de,9th - 11th grade,High school graduate,Some college no degree,Associate degree,Bachelor's degree,Master's degree,Professional degree,Doctorate degree
15 years and over,,,,,,,,,,
.Total,"77,192","3,074","9,164","23,165","14,314","5,597","14,015","4,976","1,585","1,301"
.FAMILY HOUSEHOLDER,,,,,,,,,,
..Married spouse present,"28,819",841,"1,721","8,507","5,068","2,430","6,362","2,426",780,684
..Other family householder,"2,711",100,307,"1,017",535,235,364,112,19,22
.NONFAMILY HOUSEHOLDER,,,,,,,,,,
..Li
