than 20.0 percent","N","N","N","N"
"B25073",4.000,"20.0 to 24.9 percent","N","N","N","N"
"B25073",5.000,"25.0 to 29.9 percent","N","N","N","N"
"B25073",6.000,"30.0 to 34.9 percent","N","N","N","N"
"B25073",7.000,"35.0 percent or more","N","N","N","N"
"B25073",8.000,"Not computed","N","N","N","N"
"B25073",9.000,"2 to 4:","N","N","N","N"
"B25073",10.000,"Less than 20.0 percent","N","N","N","N"
"B25073",11.000,"20.0 to 24.9 percent","N","N","N","N"
"B25073",12.000,"25.0 to 29.9 percent","N","N","N","N"
"B25073
