0US2705","1"," 34","         8,271","         1,223","        15,319"
"50000US2705","1"," 35","        13,378","         6,322","        20,434"
"50000US2705","1"," 36","         1,015","             0","         2,082"
"50000US2705","1"," 37","             N","             N","             N"
"50000US2705","1"," 38","             N","             N","             N"
"50000US2705","1"," 39","             N","             N","             N"
"50000US2705","1"," 40","             N","             N","  
