0US1704","1"," 34","           727","             0","         1,929"
"50000US1704","1"," 35","         1,471","            98","         2,844"
"50000US1704","1"," 36","         2,382","             0","         6,290"
"50000US1704","1"," 37","             N","             N","             N"
"50000US1704","1"," 38","             N","             N","             N"
"50000US1704","1"," 39","             N","             N","             N"
"50000US1704","1"," 40","             N","             N","  
