,126","112,523","115,167","115,779","115,776"
.20 to 24 years,"116,190","116,594","115,334","111,946","105,714","103,903","103,903"
.25 to 29 years,"98,647","93,415","89,587","88,772","89,986","90,260","90,258"
.30 to 34 years,"90,529","91,964","93,423","94,286","94,519","94,582","94,579"
.35 to 39 years,"96,867","98,640","101,452","105,023","108,209","108,818","108,817"
.40 to 44 years,"113,150","113,805","114,515","115,372","114,142","113,802","113,795"
.45 to 49 years,"114,321","112,774","111,144",
