2"
"DP04",15.0,"Boat, RV, van, etc.","0","+/-303","0.0","+/-0.4"
"DP04",15.3,,,,,
"DP04",15.5,"YEAR STRUCTURE BUILT",,,,
"DP04",16.0,"Total housing units","55,463","+/-2,958","100","(X)"
"DP04",17.0,"Built 2005 or later","453","+/-312","0.8","+/-0.6"
"DP04",18.0,"Built 2000 to 2004","7,693","+/-1,236","13.9","+/-2.1"
"DP04",19.0,"Built 1990 to 1999","16,120","+/-1,991","29.1","+/-3.4"
"DP04",20.0,"Built 1980 to 1989","18,149","+/-1,819","32.7","+/-3.0"
"DP04",21.0,"Built 1970 to 1979","12,272","+/-1,741","2
