THS (IN 2007 INFLATION-ADJUSTED DOLLARS) BY FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS",,,,
"B19128",.,"Universe:  Families",,,,
"B19128",1.000,"Aggregate family income in the past 12 months (in 2007 inflation-adjusted dollars):","16,121,682,900","+/-823,914,367","15,297,768,533","16,945,597,267"
"B19128",2.000,"Married-couple family:","13,553,102,200","+/-780,881,872","12,772,220,328","14,333,984,072"
"B19128",3.000,"With own children under 18 years","6,462,778,400","+/-611,845,226","5,850,933,
