,"N","N"
"B02006",6.000,"Filipino","N","N","N","N"
"B02006",7.000,"Hmong","N","N","N","N"
"B02006",8.000,"Indonesian","N","N","N","N"
"B02006",9.000,"Japanese","N","N","N","N"
"B02006",10.000,"Korean","N","N","N","N"
"B02006",11.000,"Laotian","N","N","N","N"
"B02006",12.000,"Malaysian","N","N","N","N"
"B02006",13.000,"Pakistani","N","N","N","N"
"B02006",14.000,"Sri Lankan","N","N","N","N"
"B02006",15.000,"Taiwanese","N","N","N","N"
"B02006",16.000,"Thai","N","N","N","N"
"B02006",17.000,"Vietnamese","N","N",
