.25 to 29 years,"76,062","72,565","70,508","69,307","68,496","68,898","71,378","71,951","71,951"
.30 to 34 years,"75,496","78,725","82,038","83,473","85,007","85,611","85,662","85,666","85,666"
.35 to 39 years,"90,511","91,079","92,529","95,551","98,388","101,092","103,712","104,149","104,149"
.40 to 44 years,"104,850","107,827","109,583","110,360","110,665","110,519","109,074","108,831","108,831"
.45 to 49 years,"112,487","111,425","110,507","109,523","107,124","104,429","102,555","101,921","101,921"
