2","113","         9,174","         6,257","        12,091"
"50000US5307","2","114","        19,603","        14,759","        24,447"
"50000US5307","2","115","        27,353","        22,373","        32,333"
"50000US5307","2","116","           429","             0","           933"
"50000US5307","2","117","        13,923","         7,088","        20,758"
"50000US5307","2","118","        22,890","        18,306","        27,474"
"50000US5307","2","119","         4,694","         2,454","         6,9
