 1950 to 1959","9.1%","1.3","5.8%","1.2","*"
"DP04",24.0,"Built 1940 to 1949","2.8%","0.8","4.9%","1.0",
"DP04",25.0,"Built 1939 or earlier","7.2%","1.4","11.1%","1.4","*"
"DP04",25.3,,,,,,
"DP04",25.5,"ROOMS",,,,,
"DP04",26.0,"Total housing units","42,596","68","42,149","91","*"
"DP04",27.0,"1 room","0.5%","0.3","0.6%","0.5",
"DP04",28.0,"2 rooms","1.3%","0.6","0.9%","0.5",
"DP04",29.0,"3 rooms","7.2%","1.3","7.2%","1.4",
"DP04",30.0,"4 rooms","21.5%","2.3","22.3%","2.2",
"DP04",31.0,"5 rooms","29.8%","2.3
