       3","      38","Wholesale trade","        27,100","   4.2%","        21,928","   3.5%","- 0.7%","+/-1.0%","no"
"        3","      39","Retail trade","        66,555","  10.4%","        67,986","  11.0%","   0.6%","+/-1.8%","no"
"        3","      40","Transportation and warehousing, and utilities","        29,348","   4.6%","        24,485","   3.9%","- 0.7%","+/-1.2%","no"
"        3","      41"," Information","        19,029","   3.0%","        19,648","   3.2%","   0.2%","+/-1.0%","no"
"       
