      2","      22","Divorced","  177,934","   9.4%","       192,740","   9.5%","   0.1%","+/-1.3%","no"
"        2","      23"," "," "," "," "," "," "," "," "
"        2","      23","     Females 15 years and over","1,970,213","   100%","     2,084,127","   100%","       113,914","+/-4,767","yes"
"        2","      24","Never married","  455,799","  23.1%","       466,117","  22.4%","- 0.7%","+/-1.2%","no"
"        2","      25","Now married, except separated","1,031,674","  52.4%","     1,138,777","  
