     4","      96","     35.0 percent or more","        17,825","  13.4%","        11,759","   9.7%","- 3.7%","+/-3.1%","yes"
"        4","      97","     Not computed","         2,016","(NA)","         1,797","(NA)","(NA)","(NA)","(NA)"
"        4","      98"," "," "," "," "," "," "," "," "
"        4","      98","     Specified renter-occupied units","       174,056","   100%","       168,124","   100%","        -5,932","+/-13,712","no"
"        4","      99","GROSS RENT"," "," "," "," "," "," "," "
