2","113","         4,477","         1,920","         7,034"
"50000US3913","2","114","        11,843","         7,906","        15,780"
"50000US3913","2","115","        13,727","        10,021","        17,433"
"50000US3913","2","116","        23,110","        14,825","        31,395"
"50000US3913","2","117","         3,336","           895","         5,777"
"50000US3913","2","118","         3,468","         1,938","         4,998"
"50000US3913","2","119","         2,021","           743","         3,2
