9,9
gasexII,HRP,1,1,11,1111,8,2,2001,0203,39.0854,-2,-102,5.53,24.828,25.8114,34.975,34.9662,2,187.6143,2,9,2,0.231,2,4.598962,2,4.7,2,409.2,2,2055.6,2,2312.4,0.228,2,0.053,2
gasexII,HRP,2,1,1,2101,20,2,2001,2245,51.9479,-2.572,-127.227,10.34,26.788,27.1489,35.101,35.1148,2,202.7641,2,8.3,2,0.225,2,3.066371,2,3.1,2,350.4,2,2030.2,2,2318.5,0.147,2,0.038,2
gasexII,HRP,2,1,2,2102,20,2,2001,2245,51.9479,-2.572,-127.227,9.53,26.824,27.0971,35.102,35.0992,2,201.8863,2,8.4,2,0.224,2,3.056603,2,3.1,2,345,2,2031.1,2
