,0,0,0
,,Propane,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Normal Butane,,143,0,143,"1,991",130,344,"2,465",388,"1,931",821,125,0,"3,265",314,"1,145","7,332"
,,Isobutane,,90,0,90,993,46,306,"1,345",211,"1,946","1,151",50,148,"3,506",187,645,"5,773"
Other Liquids,,,,"28,217",-37,"28,180","-1,272","-1,731","1,808","-1,195","2,955","-4,463",-761,-72,-674,"-3,015",956,"4,293","29,219"
,Other Hydrocarbons/Oxygenates,,,"3,433",108,"3,541","3,098",766,602,"4,466",735,"1,241",772,34,46,"2,828",323,"3,647","14,805"
,
