49,195,375","14,986,975","5,535",949,15,,5.53,0.95
May-94,"6,258,422,113","979,190,268","32,197,177","6,258",979,32,,6.26,0.98
Jun-94,"6,358,563,283","1,006,690,900","19,107,767","6,359","1,007",19,,6.36,1.01
Jul-94,"5,771,685,496","813,801,483","19,321,125","5,772",814,19,,5.77,0.81
Aug-94,"6,684,619,825","868,087,321","13,227,847","6,685",868,13,,6.68,0.87
Sep-94,"6,568,521,467","1,078,544,385","20,700,003","6,569","1,079",21,,6.57,1.08
Oct-94,"6,809,262,150","1,160,695,605","12,515,614","6,809","1,
