           "",            "",            "",            "",            "",            "",
  "12",          5950,          5860,          6646,         10100,         11339,         11665,          9314,         11299,
  "13",          5950,          5860,          6646,         10100,         11339,         11665,          9314,         11299,
  "14",          3837,          3253,          3516,          5517,          5855,          4253,    "/24/2908",          5309,
  "15",          2096,          25
