,160 ","83,194 ","97,966 ","18,583 ","9,346 ","9,237 "
54,"2,108,622 ","1,014,671 ","1,093,951 ","1,913,922 ","924,232 ","989,690 ","176,247 ","81,080 ","95,167 ","18,453 ","9,359 ","9,094 "
55,"2,105,906 ","1,011,813 ","1,094,093 ","1,906,919 ","918,544 ","988,375 ","180,903 ","83,955 ","96,948 ","18,084 ","9,314 ","8,770 "
56,"2,050,273 ","984,655 ","1,065,618 ","1,859,929 ","895,029 ","964,900 ","173,288 ","80,808 ","92,480 ","17,056 ","8,818 ","8,238 "
57,"2,010,442 ","959,529 ","1,050,913 ","1,819,056 
