4",36.3,,,,,,
"DP04",36.5,"BEDROOMS",,,,,
"DP04",37.0,"Total housing units","276,052","2,636","283,322","1,643","*"
"DP04",38.0,"No bedroom","0.5%","0.1","0.1%","0.1","*"
"DP04",39.0,"1 bedroom","10.7%","0.7","13.2%","0.6","*"
"DP04",40.0,"2 bedrooms","27.4%","0.8","27.9%","0.8",
"DP04",41.0,"3 bedrooms","39.2%","1.1","34.9%","0.8","*"
"DP04",42.0,"4 bedrooms","16.3%","0.8","19.5%","0.6","*"
"DP04",43.0,"5 or more bedrooms","5.9%","0.4","4.4%","0.4","*"
"DP04",43.3,,,,,,
"DP04",43.5,"HOUSING TENURE",,,,,
"D
