1.2","+/-0.7"
"DP02",119.0,"Other languages","350","+/-353","0.4","+/-0.4"
"DP02",120.0,"Speak English less than ""very well""","0","+/-275","0.0","+/-0.2"
"DP02",120.3,,,,,
"DP02",120.5,"ANCESTRY",,,,
"DP02",121.0,"Total population","100,694","+/-6,765","100","(X)"
"DP02",122.0,"American","3,674","+/-1,240","3.6","+/-1.2"
"DP02",123.0,"Arab","109","+/-130","0.1","+/-0.1"
"DP02",124.0,"Czech","403","+/-442","0.4","+/-0.4"
"DP02",125.0,"Danish","404","+/-262","0.4","+/-0.3"
"DP02",126.0,"Dutch","1,735","+/-9
