45)",64,"Never married","22.9","+/-1.0","27.3","+/-3.2"
"535","German (032-045)",65,"Male 15 years and over","265,821","+/-2,862","32,324","+/-3,568"
"535","German (032-045)",66,"Now married, except separated","55.4","+/-1.7","52.5","+/-4.7"
"535","German (032-045)",67,"Widowed","2.7","+/-0.4","1.5","+/-1.0"
"535","German (032-045)",68,"Divorced","13.4","+/-1.1","13.8","+/-3.5"
"535","German (032-045)",69,"Separated","2.2","+/-0.5","1.0","+/-0.7"
"535","German (032-045)",70,"Never married","26.3","+/-1.3","
