2","113","         3,042","           787","         5,297"
"50000US4824","2","114","         8,102","         5,242","        10,962"
"50000US4824","2","115","         9,055","         2,790","        15,320"
"50000US4824","2","116","           183","             0","           484"
"50000US4824","2","117","         5,708","         2,339","         9,077"
"50000US4824","2","118","         3,758","         2,005","         5,511"
"50000US4824","2","119","           836","             0","         1,9
