449,470,1202,627,575,878,380,498,166,61,105,50.7,50.0,51.9
050,30,091,Montana,Sheridan County,10,3373,1665,1708,107,51,56,246,151,95,182,88,94,274,134,140,2944,1426,1518,2838,1375,1463,915,449,466,1201,624,577,870,371,499,160,62,98,51.3,50.4,52.4
050,30,093,Montana,Silver Bow County,1,34606,17108,17498,2001,1009,992,4248,2179,2069,1950,965,985,3331,1838,1493,27353,13425,13928,26407,12955,13452,14009,7226,6783,8294,4192,4102,5545,2247,3298,773,211,562,38.9,37.5,40.3
050,30,093,Montana,Silver Bow County,2,
