","22,434","+/-878","21,556","23,312"
"B18003",31.000,"75 years and over:","26,350","+/-580","25,770","26,930"
"B18003",32.000,"With a sensory disability","8,334","+/-1,060","7,274","9,394"
"B18003",33.000,"No sensory disability","18,016","+/-1,147","16,869","19,163"
"B18004",.,"SEX BY AGE BY PHYSICAL DISABILITY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER",,,,
"B18004",.,"Universe:  Civilian noninstitutionalized population 5 years and over",,,,
"B18004",1.000,"Total:","542,462","+/-1,9
