kota,Mellette County,4,2093,1038,1055,173,89,84,403,201,202,149,71,78,167,83,84,1438,711,727,1368,677,691,767,370,397,280,131,149,44,16,28
46097,2,4,South Dakota,Miner County,4,2841,1420,1421,145,73,72,337,179,158,201,107,94,189,101,88,2263,1111,1152,2158,1061,1097,983,505,478,668,290,378,130,41,89
46099,2,4,South Dakota,Minnehaha County,4,151007,74868,76139,10915,5660,5255,19144,9793,9351,8803,4554,4249,16544,8293,8251,116518,57100,59418,112145,54861,57284,70481,35979,34502,16703,6862,9841,2397,670,1727
46
