B25063",4.000,"$100 to $149","0","+/-292","0","292"
"B25063",5.000,"$150 to $199","222","+/-196","26","418"
"B25063",6.000,"$200 to $249","0","+/-292","0","292"
"B25063",7.000,"$250 to $299","221","+/-218","3","439"
"B25063",8.000,"$300 to $349","167","+/-191","0","358"
"B25063",9.000,"$350 to $399","104","+/-177","0","281"
"B25063",10.000,"$400 to $449","296","+/-281","15","577"
"B25063",11.000,"$450 to $499","211","+/-178","33","389"
"B25063",12.000,"$500 to $549","33","+/-55","0","88"
"B25063",13.000,"$5
