04",60.3,,,,,
"DP04",60.5,"HOUSE HEATING FUEL",,,,
"DP04",61.0,"Occupied housing units","149,441","+/-1,587","100","(X)"
"DP04",62.0,"Utility gas","108,350","+/-2,604","72.5","+/-1.4"
"DP04",63.0,"Bottled, tank, or LP gas","9,049","+/-894","6.1","+/-0.6"
"DP04",64.0,"Electricity","19,978","+/-1,792","13.4","+/-1.2"
"DP04",65.0,"Fuel oil, kerosene, etc.","6,869","+/-957","4.6","+/-0.6"
"DP04",66.0,"Coal or coke","16","+/-28","0.0","+/-0.1"
"DP04",67.0,"Wood","3,114","+/-471","2.1","+/-0.3"
"DP04",68.0,"Solar
