308,175,5 N KINTA,HASKELL,OK,35.19,-95.24,MOSTLY NICKEL TO QUARTER SIZE HAIL COVERING THE GROUND (TSA)
2319,100,4 SE EDINBURG,NESHOBA,MS,32.75,-89.3,DIME TO QUARTER SIZED HAIL IN THE HOPE COMMUNITY. REPORTED BY NESHOBA COUNTY 911. (JAN)
2330,175,4 WSW EUDORA,CHICOT,AR,33.1,-91.33,LASTED 10 MINUTES (JAN)
2330,100,8 E POTEAU,LE FLORE,OK,35.05,-94.48,(TSA)
2330,100,2 S QUINTON,PITTSBURG,OK,35.09,-95.37,(TSA)
2335,88,FRANKLINTON,WASHINGTON,LA,30.85,-90.14,NICKEL SIZE HAIL REPORTED IN FRANKLINTON (LIX)
2338,100,
