l graduate or higher",,,"85.2","+/-1.2"
"001","Total population",98,"Bachelor's degree or higher",,,"22.3","+/-1.0"
"001","Total population",99,"Male, bachelor's degree or higher",,,"22.9","+/-1.1"
"001","Total population",100,"Female, bachelor's degree or higher",,,"21.6","+/-1.4"
"001","Total population",101,"Women 15 to 50 years",,,"190,951","+/-2,956"
"001","Total population",102,"Women 15 to 50 years who had a birth in the past 12 months",,,"11,203","+/-2,227"
"001","Total population",103,"Unmarried wo
