"
"B24092",20.000,"Unpaid family workers","20,721","+/-16,648","4,073","37,369"
"B25001",.,"HOUSING UNITS",,,,
"B25001",.,"Universe:  Housing units",,,,
"B25001",1.000,"Total","1,812,847","+/-4,143","1,808,704","1,816,990"
"B25002",.,"OCCUPANCY STATUS",,,,
"B25002",.,"Universe:  Housing units",,,,
"B25002",1.000,"Total:","1,812,847","+/-4,143","1,808,704","1,816,990"
"B25002",2.000,"Occupied","1,661,033","+/-7,953","1,653,080","1,668,986"
"B25002",3.000,"Vacant","151,814","+/-7,648","144,166","159,462"
"B25
