D",19.000,"5 years","0","+/-303","0","303"
"B17001D",20.000,"6 to 11 years","52","+/-84","0","136"
"B17001D",21.000,"12 to 14 years","52","+/-84","0","136"
"B17001D",22.000,"15 years","0","+/-303","0","303"
"B17001D",23.000,"16 and 17 years","0","+/-303","0","303"
"B17001D",24.000,"18 to 24 years","35","+/-59","0","94"
"B17001D",25.000,"25 to 34 years","279","+/-296","0","575"
"B17001D",26.000,"35 to 44 years","413","+/-413","0","826"
"B17001D",27.000,"45 to 54 years","157","+/-147","10","304"
"B17001D",28.
