2","113","           845","             0","         1,696"
"50000US4709","2","114","         9,058","         6,309","        11,807"
"50000US4709","2","115","         7,213","         4,166","        10,260"
"50000US4709","2","116","             0","             0","           527"
"50000US4709","2","117","         3,551","         1,172","         5,930"
"50000US4709","2","118","         1,580","           301","         2,859"
"50000US4709","2","119","             0","             0","           5
