veteran","26,886","+/-2,709","24,177","29,595"
"C21001B",13.000,"65 years and over:","3,445","+/-1,007","2,438","4,452"
"C21001B",14.000,"Veteran","107","+/-177","0","284"
"C21001B",15.000,"Nonveteran","3,338","+/-993","2,345","4,331"
"C21001C",.,"SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE)",,,,
"C21001C",.,"Universe: American Indian and Alaska Native alone civilian population 18 years and over",,,,
"C21001C",1.000,"Total:","N","N","N"
