0US1222","1"," 34","         1,555","             0","         3,353"
"50000US1222","1"," 35","           729","            39","         1,419"
"50000US1222","1"," 36","             0","             0","           485"
"50000US1222","1"," 37","             N","             N","             N"
"50000US1222","1"," 38","             N","             N","             N"
"50000US1222","1"," 39","             N","             N","             N"
"50000US1222","1"," 40","             N","             N","  
