66 ","484,416 ","242,790 ","241,626 ","51,750 ","26,018 ","25,732 "
4,"3,554,881 ","1,811,647 ","1,743,234 ","2,984,016 ","1,525,276 ","1,458,740 ","517,375 ","259,501 ","257,874 ","53,490 ","26,870 ","26,620 "
5,"3,756,969 ","1,913,750 ","1,843,219 ","3,164,412 ","1,616,431 ","1,547,981 ","535,833 ","268,628 ","267,205 ","56,724 ","28,691 ","28,033 "
6,"3,946,319 ","2,010,401 ","1,935,918 ","3,337,725 ","1,705,138 ","1,632,587 ","551,905 ","276,630 ","275,275 ","56,689 ","28,633 ","28,056 "
7,"4,019,585 ",
