2 ","17,108 ","17,203 ","17,151 "
White,Illinois,"16,522 ","16,481 ","16,359 ","16,143 ","15,972 ","15,827 ","15,822 ","15,674 ","15,580 ","15,469 ","15,403 ","15,371 "
Whiteside,Illinois,"60,186 ","60,156 ","60,583 ","60,734 ","60,662 ","60,785 ","60,828 ","60,957 ","60,859 ","60,719 ","60,658 ","60,653 "
Will,Illinois,"357,313 ","359,459 ","367,887 ","376,477 ","389,030 ","402,712 ","418,351 ","434,620 ","450,816 ","467,549 ","486,207 ","502,266 "
Williamson,Illinois,"57,733 ","57,715 ","57,879 ","58,621 
